DateAdded,QtrYrcompleted,Company,Suffix,Name,AcceptedFIGI,HasSOR2599,HasaDedicatedFeed,HasanOpenFIGI.comaccount,Contact Source,Address,City,State,Postal Code,Country,Region,ClientType,Division,Role,Phone #,Cell Phone #,E-mail address(es) - in order,UsingFIGI,Bloomberg Rep(s),BloombergProduct,Notes,Access 1,Access 2,Access 3,UsageofData,UseCase1,UseCase23,Competitive ID,PR Effort
7/11/2012,Q3 2012,Company 813,Mr.,Name 812,Accepted,34569847,No,API Key Only,No Source,Address 813,City 813,--,12345,Australia,Asia Pacific,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Tony Stark,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
7/12/2012,Q3 2012,Company 814,not available,Name 813,Accepted,34569847,No,No Info Available,No Source,Address 814,City 814,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,The Queen,--,type any notes here,--,--,--,--,--,--,--,--
7/12/2012,Q3 2012,Company 815,not available,Name 814,Accepted,34569847,No,No Info Available,No Source,Address 815,City 815,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,The Queen,--,type any notes here,--,--,--,--,--,--,--,--
7/16/2012,Q3 2012,Company 816,not available,Name 815,Accepted,34569847,No,No Info Available,No Source,Address 816,City 816,--,12345,Germany,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,The Queen,--,type any notes here,--,--,--,--,--,--,--,--
7/18/2012,Q2 2014,Company 817,Mr.,Name 816,Accepted,34569847,No,No Info Available,No Source,Address 817,City 817,--,12345,Germany,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
7/18/2012,Q4 2013,Company 818,not available,Name 817,Accepted,34569847,No,API Key Only,No Source,Address 818,City 818,CA,12345,United States of America (USA),North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Mickey Mouse,--,type any notes here,--,--,--,--,--,--,--,--
7/19/2012,Q4 2014,Company 819,Mr.,Name 818,Accepted,34569847,No,Fixed Income,No Source,Address 819,City 819,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
7/19/2012,Q3 2012,Company 820,Ms.,Name 819,CONFIRM WITH CLIENT!!,34569847,No,No Info Available,No Source,Address 820,City 820,ON,12345,Canada,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Dennis Reynolds,--,type any notes here,--,--,--,--,--,--,--,--
7/19/2012,Q3 2012,Company 821,Mr.,Name 820,Accepted,34569847,No,No Info Available,No Source,Address 821,City 821,NY,12345,United States of America (USA),North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Dennis Reynolds,--,type any notes here,--,--,--,--,--,--,--,--
7/19/2012,Q3 2012,Company 822,not available,Name 821,No Info Available,34569847,No,No Info Available,No Source,Address 822,City 822,--,12345,Hong Kong,Asia Pacific,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
7/19/2012,Q3 2012,Company 823,Mr.,Name 822,No Info Available,34569847,No,No Info Available,No Source,Address 823,City 823,--,12345,Australia,Asia Pacific,--,--,not available,7701234567,4041234567,abcde@email.com,--,Dennis Reynolds,--,type any notes here,--,--,--,--,--,--,--,--
7/19/2012,Q2 2012,Company 824,not available,Name 823,No Info Available,34569847,No,No Info Available,No Source,Address 824,City 824,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,The Queen,--,type any notes here,--,--,--,--,--,--,--,--
7/20/2012,Q3 2012,Company 825,Mr.,Name 824,Accepted,34569847,No,No Info Available,No Source,Address 825,City 825,CA,12345,United States of America (USA),North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,Store as Reference Data,--,--,--
7/23/2012,Q3 2012,Company 826,Ms.,Name 825,Accepted,34569847,No,No Info Available,No Source,Address 826,City 826,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Tony Stark,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
7/23/2012,Q3 2012,Company 827,not available,Name 826,Accepted,34569847,No,No Info Available,No Source,Address 827,City 827,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Tony Stark,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
7/23/2012,Q3 2012,Company 828,Ms.,Name 827,No Info Available,34569847,No,No Info Available,No Source,Address 828,City 828,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
7/24/2012,Q2 2012,Company 829,Mr.,Name 828,No Info Available,34569847,No,No Info Available,No Source,Address 829,City 829,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
7/24/2012,Q3 2012,Company 830,Mr.,Name 829,Accepted,34569847,No,No Info Available,No Source,Address 830,City 830,CT,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Russell Westbrook,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
7/25/2012,Q1 2013,Company 831,Mr.,Name 830,No Info Available,34569847,No,No Info Available,No Source,Address 831,City 831,--,12345,--,Latin America & Caribbean,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Mickey Mouse,--,type any notes here,--,--,--,--,--,--,--,--
7/25/2012,Q2 2014,Company 832,not available,Name 831,In Progress,34569847,No,No Info Available,No Source,Address 832,City 832,--,12345,Switzerland,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
7/25/2012,Q2 2014,Company 833,not available,Name 832,In Progress,34569847,No,No Info Available,No Source,Address 833,City 833,--,12345,Switzerland,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
7/25/2012,Q3 2012,Company 834,not available,Name 833,Accepted,34569847,No,No Info Available,No Source,Address 834,City 834,VA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Dennis Reynolds,Other,type any notes here,--,--,--,--,--,--,--,--
7/25/2012,Q3 2012,Company 835,Mr.,Name 834,Accepted,34569847,No,No Info Available,No Source,Address 835,City 835,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
7/25/2012,Q3 2012,Company 836,Mr.,Name 835,Accepted,34569847,No,No Info Available,No Source,Address 836,City 836,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
7/31/2012,Q1 2014,Company 837,Mr.,Name 836,No Info Available,34569847,No,No Info Available,No Source,Address 837,City 837,--,12345,--,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
7/31/2012,Q3 2012,Company 838,Mr.,Name 837,No Info Available,34569847,No,No Info Available,No Source,Address 838,City 838,CA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Dennis Reynolds,--,type any notes here,--,--,--,--,--,--,--,--
8/2/2012,Q3 2012,Company 839,not available,Name 838,Accepted,34569847,No,No Info Available,No Source,Address 839,City 839,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Tony Stark,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/2/2012,Q3 2012,Company 840,Mr.,Name 839,Accepted,34569847,No,No Info Available,No Source,Address 840,City 840,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Tony Stark,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/2/2012,Q2 2014,Company 841,Mr.,Name 840,Accepted,34569847,No,No Info Available,No Source,Address 841,City 841,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/2/2012,Q3 2012,Company 842,Mr.,Name 841,Accepted,34569847,No,No Info Available,No Source,Address 842,City 842,--,12345,Australia,Asia Pacific,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Tony Stark,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/3/2012,Q3 2012,Company 843,Mr.,Name 842,No Info Available,34569847,No,No Info Available,No Source,Address 843,City 843,CA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Dennis Reynolds,--,type any notes here,--,--,--,--,--,--,--,--
8/3/2012,Q3 2012,Company 844,not available,Name 843,In Progress,34569847,No,No Info Available,No Source,Address 844,City 844,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
8/3/2012,Q3 2012,Company 845,not available,Name 844,In Progress,34569847,No,No Info Available,No Source,Address 845,City 845,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
8/3/2012,Q3 2012,Company 846,not available,Name 845,In Progress,34569847,No,No Info Available,No Source,Address 846,City 846,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
8/3/2012,Q3 2014,Company 847,Mr.,Name 846,Accepted,34569847,No,No Info Available,No Source,Address 847,City 847,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/3/2012,Q3 2014,Company 848,Mr.,Name 847,Accepted,34569847,No,No Info Available,No Source,Address 848,City 848,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/6/2012,Q3 2014,Company 849,Mr.,Name 848,Accepted,34569847,No,No Info Available,No Source,Address 849,City 849,CA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/6/2012,Q3 2014,Company 850,Mr.,Name 849,Accepted,34569847,No,No Info Available,No Source,Address 850,City 850,CA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,YES,The Queen,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/7/2012,Q3 2014,Company 851,Mr.,Name 850,Accepted,34569847,No,No Info Available,No Source,Address 851,City 851,PQ,12345,Canada,North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,The Queen,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/7/2012,Q1 2013,Company 852,Mr.,Name 851,Accepted,34569847,No,No Info Available,No Source,Address 852,City 852,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Leslie Knope,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/7/2012,Q3 2012,Company 853,Mr.,Name 852,Accepted,34569847,No,No Info Available,No Source,Address 853,City 853,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Dennis Reynolds,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/7/2012,Q2 2015,Company 854,Mr.,Name 853,Accepted,34569847,No,No Info Available,No Source,Address 854,City 854,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Leslie Knope,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
8/7/2012,Q2 2015,Company 855,Mr.,Name 854,Accepted,34569847,No,No Info Available,No Source,Address 855,City 855,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Leslie Knope,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
8/7/2012,Q1 2013,Company 856,Mr.,Name 855,Accepted,34569847,No,No Info Available,No Source,Address 856,City 856,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/7/2012,Q1 2014,Company 857,not available,Name 856,Accepted,34569847,No,No Info Available,No Source,Address 857,City 857,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Dennis Reynolds,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
8/7/2012,Q3 2012,Company 858,not available,Name 857,Accepted,34569847,No,No Info Available,No Source,Address 858,City 858,PQ,12345,Canada,North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Dennis Reynolds,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
8/7/2012,Q3 2012,Company 859,Mr.,Name 858,Accepted,34569847,No,No Info Available,No Source,Address 859,City 859,--,12345,--,not available,--,--,Executive Officer - Chief Operating Officer,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/7/2012,Q3 2012,Company 860,not available,Name 859,Accepted,34569847,No,No Info Available,No Source,Address 860,City 860,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/7/2012,Q1 2013,Company 861,Mr.,Name 860,Accepted,34569847,No,No Info Available,No Source,Address 861,City 861,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/8/2012,Q3 2012,Company 862,Mr.,Name 861,Accepted,34569847,No,No Info Available,No Source,Address 862,City 862,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/8/2012,Q3 2014,Company 863,Ms.,Name 862,Accepted,34569847,No,No Info Available,No Source,Address 863,City 863,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/8/2012,Q1 2013,Company 864,Mr.,Name 863,Accepted,34569847,No,No Info Available,No Source,Address 864,City 864,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/8/2012,Q1 2013,Company 865,Mr.,Name 864,Accepted,34569847,No,No Info Available,No Source,Address 865,City 865,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Dennis Reynolds,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/8/2012,Q4 2012,Company 866,Mr.,Name 865,Accepted,34569847,No,No Info Available,No Source,Address 866,City 866,--,12345,Switzerland,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
8/13/2012,Q3 2012,Company 867,Mr.,Name 866,Accepted,34569847,No,No Info Available,No Source,Address 867,City 867,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/13/2012,Q1 2014,Company 868,Ms.,Name 867,Accepted,34569847,No,No Info Available,No Source,Address 868,City 868,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/13/2012,Q3 2012,Company 869,Mr.,Name 868,Accepted,34569847,No,No Info Available,No Source,Address 869,City 869,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/15/2012,Q3 2012,Company 870,not available,Name 869,Accepted,34569847,No,No Info Available,No Source,Address 870,City 870,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Dennis Reynolds,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/16/2012,Q3 2012,Company 871,Mr.,Name 870,Accepted,34569847,No,No Info Available,No Source,Address 871,City 871,--,12345,Germany,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/16/2012,Q3 2012,Company 872,Ms.,Name 871,No Info Available,34569847,No,No Info Available,No Source,Address 872,City 872,--,12345,Australia,Asia Pacific,Exchange,--,not available,7701234567,4041234567,abcde@email.com,--,Tony Stark,--,type any notes here,--,--,--,--,--,--,--,--
8/16/2012,Q3 2014,Company 873,Mr.,Name 872,Accepted,34569847,No,No Info Available,No Source,Address 873,City 873,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/17/2012,Not Completed,Company 874,Mr.,Name 873,Accepted,34569847,No,No Info Available,No Source,Address 874,City 874,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Other,type any notes here,--,--,--,--,--,--,--,--
8/17/2012,Not Completed,Company 875,Mr.,Name 874,Accepted,34569847,No,No Info Available,No Source,Address 875,City 875,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Other,type any notes here,--,--,--,--,--,--,--,--
8/17/2012,Q1 2014,Company 876,Mr.,Name 875,Accepted,34569847,No,No Info Available,No Source,Address 876,City 876,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/17/2012,Q1 2014,Company 877,not available,Name 876,Accepted,34569847,No,No Info Available,No Source,Address 877,City 877,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/17/2012,Q1 2014,Company 878,Mr.,Name 877,Accepted,34569847,No,No Info Available,No Source,Address 878,City 878,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/17/2012,Q3 2012,Company 879,not available,Name 878,Accepted,34569847,No,No Info Available,No Source,Address 879,City 879,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
8/20/2012,Q3 2012,Company 880,Mr.,Name 879,Accepted,34569847,No,No Info Available,No Source,Address 880,City 880,--,12345,--,not available,Client,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Per-Security,type any notes here,--,--,--,--,--,--,,
8/20/2012,Q3 2012,Company 881,Mr.,Name 880,Accepted,34569847,No,No Info Available,No Source,Address 881,City 881,--,12345,--,not available,Client,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
8/21/2012,Q3 2012,Company 882,Mr.,Name 881,Accepted,34569847,No,No Info Available,No Source,Address 882,City 882,--,12345,HONG KONG,Asia Pacific,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Tony Stark,API,type any notes here,--,--,--,--,--,--,--,--
8/21/2012,Q3 2012,Company 883,Mr.,Name 882,Accepted,34569847,No,No Info Available,No Source,Address 883,City 883,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Dennis Reynolds,Message Mining,type any notes here,--,--,--,--,--,--,--,--
8/22/2012,Q3 2012,Company 884,Mr.,Name 883,No Info Available,34569847,No,No Info Available,No Source,Address 884,City 884,--,12345,Denmark,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
8/22/2012,Q3 2012,Company 885,not available,Name 884,Accepted,34569847,No,No Info Available,No Source,Address 885,City 885,--,12345,Switzerland,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
8/28/2012,Q3 2012,Company 886,not available,Name 885,In Progress,34569847,No,No Info Available,No Source,Address 886,City 886,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
8/28/2012,Q3 2012,Company 887,not available,Name 886,No Info Available,34569847,No,No Info Available,No Source,Address 887,City 887,--,12345,United Kingdom,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
8/28/2012,Q3 2012,Company 888,Mr.,Name 887,In Progress,34569847,No,No Info Available,No Source,Address 888,City 888,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
8/28/2012,Q4 2012,Company 889,not available,Name 888,In Progress,34569847,No,No Info Available,No Source,Address 889,City 889,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
8/29/2012,Q2 2014,Company 890,Mr.,Name 889,Accepted,34569847,No,No Info Available,No Source,Address 890,City 890,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
8/29/2012,Q1 2014,Company 891,Mr.,Name 890,Accepted,34569847,No,No Info Available,No Source,Address 891,City 891,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/3/2012,Q3 2012,Company 892,not available,Name 891,No Info Available,34569847,No,No Info Available,No Source,Address 892,City 892,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
9/4/2012,Q1 2014,Company 893,Ms.,Name 892,Accepted,34569847,No,No Info Available,No Source,Address 893,City 893,--,12345,Spain,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/4/2012,Q3 2012,Company 894,not available,Name 893,Accepted,34569847,No,No Info Available,No Source,Address 894,City 894,--,12345,--,not available,--,--,Business Manager,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/4/2012,Q3 2012,Company 895,not available,Name 894,Accepted,34569847,No,No Info Available,No Source,Address 895,City 895,--,12345,--,not available,--,--,Desk Head,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/4/2012,Q3 2012,Company 896,Mr.,Name 895,Accepted,34569847,No,No Info Available,No Source,Address 896,City 896,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/4/2012,Q1 2014,Company 897,not available,Name 896,Accepted,34569847,No,No Info Available,No Source,Address 897,City 897,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/4/2012,Q1 2014,Company 898,Mr.,Name 897,Accepted,34569847,No,No Info Available,No Source,Address 898,City 898,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/4/2012,Q1 2014,Company 899,Mr.,Name 898,Accepted,34569847,No,No Info Available,No Source,Address 899,City 899,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/5/2012,Q4 2014,Company 900,Mr.,Name 899,Accepted,34569847,No,API Key Only,No Source,Address 900,City 900,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Enterprise Products & Solutions,type any notes here,--,--,--,--,--,--,--,--
9/5/2012,Q3 2012,Company 901,Mr.,Name 900,Accepted,34569847,No,No Info Available,No Source,Address 901,City 901,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/5/2012,Q3 2012,Company 902,Mr.,Name 901,Accepted,34569847,No,No Info Available,No Source,Address 902,City 902,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/5/2012,Q3 2012,Company 903,Mr.,Name 902,Accepted,34569847,No,No Info Available,No Source,Address 903,City 903,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
9/6/2012,Q3 2012,Company 904,Mr.,Name 903,Accepted,34569847,No,No Info Available,No Source,Address 904,City 904,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,The Queen,Terminal client,type any notes here,--,--,--,--,--,--,--,--
9/6/2012,Q1 2014,Company 905,Ms.,Name 904,Accepted,34569847,No,No Info Available,No Source,Address 905,City 905,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Other,type any notes here,--,--,--,--,--,--,--,--
9/7/2012,Q3 2012,Company 906,Mr.,Name 905,Accepted,34569847,No,No Info Available,No Source,Address 906,City 906,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Other,type any notes here,--,--,--,--,--,--,--,--
9/7/2012,Q4 2013,Company 907,Mr.,Name 906,Accepted,34569847,No,No Info Available,No Source,Address 907,City 907,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
9/10/2012,Q2 2012,Company 908,not available,Name 907,Accepted,34569847,No,No Info Available,No Source,Address 908,City 908,--,12345,--,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Ronald McDonald,--,type any notes here,--,--,--,--,--,--,--,--
9/10/2012,Q3 2014,Company 909,Mr.,Name 908,Accepted,34569847,No,No Info Available,No Source,Address 909,City 909,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Ronald McDonald,Other,type any notes here,--,--,--,--,--,--,--,--
9/11/2012,Q3 2012,Company 910,not available,Name 909,Accepted,34569847,No,No Info Available,No Source,Address 910,City 910,--,12345,--,North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Dennis Reynolds,--,type any notes here,--,--,--,--,--,--,--,--
9/11/2012,Q1 2013,Company 911,not available,Name 910,Accepted,34569847,No,No Info Available,No Source,Address 911,City 911,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Dennis Reynolds,Message Mining,type any notes here,--,--,--,--,--,--,--,--
