"id","dateAdded","qtr&Yrcompleted","companyName","divisionName","usertypeName","datausageName","openFIGI","clienttypeName","address","city","state","countryName","zipcode","regionName","contactName","email","phone","bloombergRep","SORNumber","notes","latest_update"
50,"0000-00-00","2016Q3","Kare","OUTSOURCING","OPENFIGI.COM-API_KEY","REDISTRIBUTION_OF_FIGI","","OTHER","9 Carberry Terrace","Gadsden","Alabama","United States",52180,"EASTERN_EUROPE","Donna Wood","bwillis1d@google.co.jp","1-(256)709-9829","Brenda Willis",148105,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",""
51,"0000-00-00","2016Q3","Tavu","SELL_SIDE-REGIONAL_BANK","OPENFIGI.COM-SEARCH_FUNCTIONALITY_ONLY","REGULATION","","TRUSTEE","94031 Bay Road","Omaha","Nebraska","United States",44408,"WESTERN_EUROPE","Michelle Ruiz","rkelley1e@bigcartel.com","1-(402)412-9535","Robin Kelley",429028,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",""
52,"0000-00-00","2014Q1","Skilith","GOVERNMENT","TERMINAL_CLIENT","STORE_AS_REFERENCE_DATA","","REGULATOR","22 Straubel Avenue","San Jose","California","United States",40857,"NOT_AVAILABLE","Keith Little","lwilson1f@google.ru","1-(714)677-8907","Lillian Wilson",736864,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",""
53,"0000-00-00","2014Q1","Riffwire","GOVERNMENT","OPENFIGI.COM-SEARCH_FUNCTIONALITY_ONLY","STORE_AS_REFERENCE_DATA","","EXCHANGE","3 Prentice Crossing","Washington","District of Columbia","United States",64860,"ASIA_PACIFIC","Annie Matthews","spayne1g@jiathis.com","1-(202)900-5739","Shirley Payne",775586,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",""
54,"0000-00-00","2016Q2","Meezzy","ACCOUNTING","OPENFIGI.COM-FIXED_INCOME","REDISTRIBUTION_OF_FIGI","","THIRD_PARTY","521 Huxley Hill","Las Vegas","Nevada","United States",21138,"NOT_AVAILABLE","Mary Howard","jford1h@intel.com","1-(702)247-8913","Jose Ford",632472,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",""
55,"0000-00-00","2016Q2","Gigabox","COMMODITY_MERCHANT","DL_PER_SECURITY","REDISTRIBUTION_OF_FIGI","","THIRD_PARTY","8 North Way","Huntsville","Texas","United States",79660,"EASTERN_EUROPE","Alice Sanders","eelliott1i@stanford.edu","1-(936)986-9982","Eugene Elliott",308218,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",""
56,"0000-00-00","2016Q3","Gabcube","SELL_SIDE-AGENCY_BROKER","BPIPE/BPOD","DISPLAY_ON_WEB_SITE","","EXCHANGE","167 Lakewood Pass","Atlanta","Georgia","United States",63505,"ASIA_PACIFIC","Evelyn Henderson","dmyers1j@moonfruit.com","1-(404)588-9432","Donna Myers",234643,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",""
57,"0000-00-00","2016Q2","Zoonoodle","COMMODITY_MERCHANT","DL_PER_SECURITY","DISPLAY_ON_WEB_SITE","","THIRD_PARTY","673 Meadow Valley Lane","Columbus","Ohio","United States",18646,"NORTH_AMERICA","Joan Gilbert","jsanders1k@mapquest.com","1-(614)915-0651","Joan Sanders",161015,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",""
58,"0000-00-00","2016Q2","Mycat","BUY_SIDE-COMMERCIAL_BANK","NA","REGULATION","","OTHER","22 Sycamore Junction","Saint Cloud","Minnesota","United States",16454,"LATIN_AMERICA_&_CARIBBEAN","James Cruz","tnguyen1l@ucsd.edu","1-(320)372-0348","Terry Nguyen",612048,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",""
59,"0000-00-00","2014Q1","Vitz","SELL_SIDE-CAPITAL_MARKETS","DEDICATED_FEED","MAP_CONTENT_FROM_MULTIPLE_VENDORS","","REGULATOR","64926 Jackson Place","Fort Worth","Texas","United States",69440,"NORTH_AMERICA","Kimberly Mccoy","jwagner1m@webmd.com","1-(682)611-6788","John Wagner",965930,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",""
60,"0000-00-00","2016Q3","Myworks","LEGAL","OPENFIGI.COM-API_KEY","REQUEST_DATA","","THIRD_PARTY","57184 Briar Crest Place","Pittsburgh","Pennsylvania","United States",33340,"EASTERN_EUROPE","Wayne Smith","crodriguez1n@infoseek.co.jp","1-(412)308-3545","Cheryl Rodriguez",128609,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",""
61,"0000-00-00","2016Q3","Skilith","FUND_SERVICE_PROVIDER","OPENFIGI.COM-FIXED_INCOME","MGMT_OF_MULTIPLE_SECURITY_MASTERS","","TRUSTEE","17789 Paget Court","Saint Petersburg","Florida","United States",55999,"EASTERN_EUROPE","Fred Gray","mgarza1o@blogs.com","1-(727)101-0843","Matthew Garza",138795,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",""
62,"0000-00-00","2016Q3","Zoombox","SELL_SIDE-REGIONAL_BANK","OPENFIGI.COM-FIXED_INCOME","STORE_AS_REFERENCE_DATA","","EXCHANGE","19 Coolidge Street","Huntsville","Alabama","United States",67985,"LATIN_AMERICA_&_CARIBBEAN","Joan Hughes","tfields1p@sphinn.com","1-(256)511-1063","Timothy Fields",622911,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",""
63,"0000-00-00","2015Q4","Skinix","OUTSOURCING","DEDICATED_FEED","DISPLAY_ON_WEB_SITE","","THIRD_PARTY","0298 Fallview Road","Fayetteville","North Carolina","United States",82115,"MIDDLE_EAST_&_AFRICA","Marilyn Harrison","ctucker1q@si.edu","1-(910)587-5032","Clarence Tucker",415285,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",""
64,"0000-00-00","2016Q2","Pixoboo","SELL_SIDE-PRIME_SERVICES","NA","REQUEST_DATA","","TRUSTEE","79134 Colorado Plaza","Elizabeth","New Jersey","United States",49230,"NOT_AVAILABLE","Nicole Roberts","jbishop1r@dailymail.co.uk","1-(908)196-0135","John Bishop",633980,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",""
65,"0000-00-00","2015Q4","Jabbercube","ACCOUNTING","OPENFIGI.COM-SEARCH_FUNCTIONALITY_ONLY","STORE_AS_REFERENCE_DATA","","REGULATOR","638 Roxbury Lane","New York City","New York","United States",60545,"ASIA_PACIFIC","Laura Welch","koliver1s@wisc.edu","1-(646)825-7157","Kevin Oliver",734004,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",""
66,"0000-00-00","2015Q2","Kanoodle","SELL_SIDE-BROKER-DEALER","BPIPE/BPOD","MAP_CONTENT_FROM_MULTIPLE_VENDORS","","TRUSTEE","05434 Veith Park","Washington","District of Columbia","United States",16907,"EASTERN_EUROPE","Rose Lane","awallace1t@networksolutions.com","1-(202)380-9720","Andrea Wallace",863791,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",""
67,"0000-00-00","2014Q1","Abatz","LEGAL","BPIPE/BPOD","AVAILABLE_TO_ALL_USERS","","OTHER","384 Myrtle Place","Fort Worth","Texas","United States",17686,"WESTERN_EUROPE","Douglas Reed","hhawkins1u@berkeley.edu","1-(682)136-6778","Harold Hawkins",861749,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",""
68,"0000-00-00","2016Q3","Devbug","BUY_SIDE-HEDGE_FUND","SOR","REDISTRIBUTION_OF_FIGI","","OTHER","7 Elgar Center","Charleston","West Virginia","United States",71159,"MIDDLE_EAST_&_AFRICA","Laura West","jfuller1v@patch.com","1-(304)179-2041","Judy Fuller",580972,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",""
69,"0000-00-00","2016Q3","Oodoo","OUTSOURCING","NA","DISPLAY_ON_WEB_SITE","","EXCHANGE","4746 Debra Avenue","Terre Haute","Indiana","United States",69763,"NOT_AVAILABLE","Phyllis Little","pford1w@dyndns.org","1-(812)130-7977","Pamela Ford",886972,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",""
70,"0000-00-00","2014Q1","Flashset","BUY_SIDE-COMMERCIAL_BANK","TERMINAL_CLIENT","MAP_CONTENT_FROM_MULTIPLE_VENDORS","","REGULATOR","74 Messerschmidt Alley","Glendale","Arizona","United States",79832,"MIDDLE_EAST_&_AFRICA","Julia Ford","hcarpenter1x@blinklist.com","1-(602)315-4466","Henry Carpenter",656981,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",""
71,"0000-00-00","2014Q1","Oyope","SELL_SIDE-RETAIL_BROKER","OPENFIGI.COM-API_KEY","DISPLAY_ON_WEB_SITE","","REGULATOR","32448 Dawn Place","Los Angeles","California","United States",52706,"NOT_AVAILABLE","Paul Freeman","ggeorge1y@sitemeter.com","1-(323)778-7031","George George",323113,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",""
72,"0000-00-00","2016Q4","Reallinks","BUY_SIDE-ASSET_MANAGER","OPENFIGI.COM-API_KEY","REQUEST_DATA","","OTHER","11 Mesta Center","Pensacola","Florida","United States",85418,"NORTH_AMERICA","Michelle Stone","mhughes1z@issuu.com","1-(850)887-0801","Michael Hughes",561198,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",""
73,"0000-00-00","","Quamba","SELL_SIDE-RESEARCH","OPENFIGI.COM-FUNDS","MAP_CONTENT_FROM_MULTIPLE_VENDORS","","REGULATOR","1 4th Trail","Norfolk","Virginia","United States",24472,"ASIA_PACIFIC","Jerry Griffin","edean20@skype.com","1-(757)702-8613","Emily Dean",658636,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",""
74,"0000-00-00","2014Q2","Midel","CONSULTING","BPIPE/BPOD","REQUEST_DATA","","OTHER","49869 Rowland Terrace","Kansas City","Missouri","United States",44933,"EASTERN_EUROPE","Betty Chapman","jsnyder21@unblog.fr","1-(816)884-4530","Jean Snyder",230232,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",""
75,"0000-00-00","","Tagtune","FUND_SERVICE_PROVIDER","DL_PER_SECURITY","NA","","THIRD_PARTY","96202 Russell Hill","Raleigh","North Carolina","United States",86680,"LATIN_AMERICA_&_CARIBBEAN","Cynthia Brown","nhudson22@people.com.cn","1-(919)185-7806","Nicholas Hudson",842473,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",""
76,"0000-00-00","2014Q2","Livetube","SELL_SIDE-RESEARCH","TERMINAL_CLIENT","REQUEST_DATA","","OTHER","081 Ilene Street","Mobile","Alabama","United States",90015,"WESTERN_EUROPE","Roy Day","afoster23@slashdot.org","1-(251)760-0571","Amy Foster",797008,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",""
77,"0000-00-00","2015Q4","Vinder","SELL_SIDE-RESEARCH","NA","NA","","EXCHANGE","2 Kensington Alley","Hialeah","Florida","United States",22048,"EASTERN_EUROPE","Sara Simmons","mreyes24@cmu.edu","1-(305)812-2894","Martin Reyes",225483,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",""
78,"0000-00-00","2015Q3","Quire","EDUCATION","OPENFIGI.COM-DERIVATIVES","MAP_CONTENT_FROM_MULTIPLE_VENDORS","","EXCHANGE","27374 Columbus Junction","Dayton","Ohio","United States",11643,"ASIA_PACIFIC","Melissa Kelly","hlittle25@twitter.com","1-(937)240-4309","Henry Little",507395,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",""
79,"0000-00-00","2015Q2","Voonte","BUY_SIDE-COMMERCIAL_BANK","SOR","AVAILABLE_TO_USERS_UPON_REQUEST","","EXCHANGE","338 Meadow Ridge Drive","Kansas City","Missouri","United States",64612,"LATIN_AMERICA_&_CARIBBEAN","Jeremy Bell","jturner26@timesonline.co.uk","1-(816)305-5300","Jeremy Turner",702344,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",""
80,"0000-00-00","2014Q4","Jamia","CONSULTING","OPENFIGI.COM-FUNDS","REDISTRIBUTION_OF_FIGI","","REGULATOR","65597 Riverside Park","Houston","Texas","United States",94977,"MIDDLE_EAST_&_AFRICA","Andrew Hansen","tramirez27@oakley.com","1-(713)841-6798","Tammy Ramirez",344590,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",""
81,"0000-00-00","2014Q2","Skiptube","BUY_SIDE-COMMERCIAL_BANK","BPIPE/BPOD","AVAILABLE_TO_ALL_USERS","","OTHER","295 David Parkway","Jamaica","New York","United States",91487,"NOT_AVAILABLE","Michelle Crawford","jlittle28@uol.com.br","1-(212)496-3075","Jane Little",153257,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",""
82,"0000-00-00","2015Q2","Skiptube","ACCOUNTING","OPENFIGI.COM-FIXED_INCOME","AVAILABLE_TO_ALL_USERS","","REGULATOR","0 Springs Pass","Shreveport","Louisiana","United States",98712,"NORTH_AMERICA","Heather Crawford","bwatkins29@exblog.jp","1-(318)156-7400","Brenda Watkins",116483,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",""
83,"0000-00-00","2015Q4","Realmix","BUY_SIDE-CORPORATION","OPENFIGI.COM-FUNDS","NA","","EXCHANGE","5894 Commercial Center","Cleveland","Ohio","United States",42364,"ASIA_PACIFIC","Craig Nichols","kwilliams2a@zimbio.com","1-(440)330-6586","Kathy Williams",464057,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",""
84,"0000-00-00","2016Q1","Mudo","GOVERNMENT","OPENFIGI.COM-FUNDS","STORE_AS_REFERENCE_DATA","","TRUSTEE","51 Havey Lane","Sioux Falls","South Dakota","United States",62617,"ASIA_PACIFIC","Diane Mitchell","solson2b@weebly.com","1-(605)135-7627","Susan Olson",665553,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",""
85,"0000-00-00","2016Q4","Jetpulse","SELL_SIDE-CAPITAL_MARKETS","OPENFIGI.COM-SEARCH_FUNCTIONALITY_ONLY","STORE_AS_REFERENCE_DATA","","THIRD_PARTY","958 International Crossing","Scottsdale","Arizona","United States",26497,"NORTH_AMERICA","Howard Ruiz","mowens2c@tripadvisor.com","1-(602)184-6976","Melissa Owens",896637,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",""
86,"0000-00-00","2016Q2","Jabbersphere","SELL_SIDE-INVESTMENT_BANKING","DL_PER_SECURITY","REGULATION","","THIRD_PARTY","68 Debra Road","Washington","District of Columbia","United States",35466,"LATIN_AMERICA_&_CARIBBEAN","Elizabeth Bailey","bdean2d@wired.com","1-(202)178-8446","Bonnie Dean",715771,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",""
87,"0000-00-00","2016Q3","Abatz","BUY_SIDE-CORPORATION","DEDICATED_FEED","AVAILABLE_TO_USERS_UPON_REQUEST","","OTHER","17 Summerview Drive","Falls Church","Virginia","United States",35978,"NOT_AVAILABLE","Frances Gardner","pgarrett2e@nifty.com","1-(571)884-7020","Patricia Garrett",225099,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",""
88,"0000-00-00","2014Q4","Layo","SELL_SIDE-RESEARCH","OPENFIGI.COM-FIXED_INCOME","DISPLAY_ON_WEB_SITE","","OTHER","897 Kennedy Trail","Washington","District of Columbia","United States",40237,"NORTH_AMERICA","Henry Burns","bknight2f@behance.net","1-(202)910-0922","Barbara Knight",150184,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",""
89,"0000-00-00","2016Q4","Photolist","BUY_SIDE-HEDGE_FUND","TERMINAL_CLIENT","AVAILABLE_TO_ALL_USERS","","TRUSTEE","05541 Superior Parkway","Knoxville","Tennessee","United States",93189,"WESTERN_EUROPE","Anthony Schmidt","pgray2g@ow.ly","1-(865)385-3420","Patricia Gray",332055,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",""
90,"0000-00-00","2015Q2","Podcat","ACCOUNTING","OPENFIGI.COM-API_KEY","DISPLAY_ON_WEB_SITE","","THIRD_PARTY","13743 Oakridge Crossing","Decatur","Illinois","United States",53205,"NORTH_AMERICA","Johnny Graham","srogers2h@census.gov","1-(217)240-4115","Steve Rogers",797902,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",""
91,"0000-00-00","2016Q4","Pixoboo","CUSTODIAN","TERMINAL_CLIENT","MAP_CONTENT_FROM_MULTIPLE_VENDORS","","REGULATOR","60014 Forest Plaza","El Paso","Texas","United States",23135,"WESTERN_EUROPE","Nancy Rice","apierce2i@usgs.gov","1-(915)141-7291","Ann Pierce",923393,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",""
92,"0000-00-00","2016Q2","Zoomlounge","BUY_SIDE-CORPORATION","OPENFIGI.COM-FUNDS","REGULATION","","THIRD_PARTY","074 Mayfield Pass","Evanston","Illinois","United States",78628,"NORTH_AMERICA","Frank Morgan","dsims2j@over-blog.com","1-(847)839-7289","Doris Sims",364021,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",""
93,"0000-00-00","2015Q2","Jayo","RATING_AGENCY","OPENFIGI.COM-SEARCH_FUNCTIONALITY_ONLY","REDISTRIBUTION_OF_FIGI","","THIRD_PARTY","0240 Algoma Drive","Gadsden","Alabama","United States",97541,"WESTERN_EUROPE","Alice Jackson","mking2k@cnn.com","1-(256)261-0334","Martin King",372414,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",""
94,"0000-00-00","2016Q2","Wikido","SELL_SIDE-REGIONAL_BANK","SOR","AVAILABLE_TO_USERS_UPON_REQUEST","","REGULATOR","5216 Pepper Wood Circle","Sioux City","Iowa","United States",89768,"LATIN_AMERICA_&_CARIBBEAN","Heather Reynolds","nwoods2l@mtv.com","1-(712)352-9567","Norma Woods",351656,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",""
95,"0000-00-00","2015Q3","Gevee","SELL_SIDE-BROKER-DEALER","NA","REQUEST_DATA","","THIRD_PARTY","97304 Pawling Avenue","Moreno Valley","California","United States",43129,"NORTH_AMERICA","Terry Ortiz","sdunn2m@live.com","1-(951)163-9230","Sarah Dunn",592208,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",""
96,"0000-00-00","2015Q3","Wikizz","BUY_SIDE-HEDGE_FUND","DEDICATED_FEED","AVAILABLE_TO_USERS_UPON_REQUEST","","THIRD_PARTY","4744 Springview Parkway","Gainesville","Georgia","United States",11087,"MIDDLE_EAST_&_AFRICA","Carolyn Allen","cjohnston2n@youtube.com","1-(404)556-6236","Craig Johnston",104997,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",""
97,"0000-00-00","2016Q3","Wikizz","SELL_SIDE-PRIME_SERVICES","OPENFIGI.COM-FIXED_INCOME","MGMT_OF_MULTIPLE_SECURITY_MASTERS","","EXCHANGE","267 Columbus Terrace","Killeen","Texas","United States",85438,"EASTERN_EUROPE","Clarence Willis","dperkins2o@umich.edu","1-(254)974-7499","David Perkins",850701,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",""
98,"0000-00-00","2015Q3","Browsebug","EDUCATION","OPENFIGI.COM-DERIVATIVES","NA","","OTHER","20853 Melrose Center","Savannah","Georgia","United States",58109,"MIDDLE_EAST_&_AFRICA","Martin Palmer","erodriguez2p@cargocollective.com","1-(912)960-8854","Emily Rodriguez",966656,"Fusce consequat. Nulla nisl. Nunc nisl.",""
99,"0000-00-00","2015Q1","Wikivu","COMMODITY_MERCHANT","OPENFIGI.COM-FUNDS","MAP_CONTENT_FROM_MULTIPLE_VENDORS","","TRUSTEE","3881 Glendale Street","Newport Beach","California","United States",66509,"EASTERN_EUROPE","Christina Bradley","bmitchell2q@tiny.cc","1-(714)915-1943","Brenda Mitchell",874856,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",""
100,"0000-00-00","2016Q2","Quatz","BUY_SIDE-ASSET_MANAGER","OPENFIGI.COM-API_KEY","DISPLAY_ON_WEB_SITE","","THIRD_PARTY","14567 Valley Edge Point","Lexington","Kentucky","United States",15150,"ASIA_PACIFIC","Juan Franklin","dhowell2r@jimdo.com","1-(859)844-7797","Daniel Howell",604785,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",""
101,"0000-00-00","2014Q2","Flashspan","CONSULTING","SOR","STORE_AS_REFERENCE_DATA","","OTHER","0 Stuart Park","Houston","Texas","United States",35479,"ASIA_PACIFIC","Emily Warren","shall2s@washingtonpost.com","1-(713)282-6757","Sara Hall",665699,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",""
